Index,Text,Category
1924,bush website block outside u  surfer outside u unable visit official reelection site president george w bush  block browser sit outside u begin early hour monday morning since people outside u try browse site get message say authorise view block appear due attack vandal malicious hacker result policy decision bush camp  international exclusion zone around georgewbushcom spot net monitoring firm netcraft keep eye traffic pattern across many different site netcraft say since early hour 25 october attempt view site monitoring station london amsterdam sydney fail  contrast netcrafts four monitoring station u manage view site problem site still see use anonymous proxy service base u web user canada also report browse site pattern traffic website suggests block due attack vandal politically motivate hacker geographic block work numerical address net us organise hand regional basis 21 october george w bush website begin use service company call akamai ensure page video content site reach visitor mike prettejohn president netcraft speculate block decision might take cut cost traffic runup election 2 november say site may see reason distribute content people voting next week manage traffic could also good way ensure site stay work closing day election campaign however simply block nonus visitor also mean american overseas bar akamai decline comment say could talk customer website ,tech
2012,screensaver tackle spam website  net user get chance fight back spam website  internet portal lycos make screensaver endlessly request data site sell good service mention spam email lycos hope make monthly bandwidth bill spammer soar keep server run flat net firm estimate enough people sign download tool spammer could end pay send terabyte data  weve never really solve big problem spam damn cheap easy say malte pollmann spokesman lycos europe past built spam filter system user say go go one step  weve found way make much high cost spammer put load server get thousand people download use screensaver lycos hope get spamming website constantly run almost full capacity pollmann say intention stop spam website work subject much data cope say screensaver carefully write ensure amount traffic generate user overload web every single user contribute three four megabyte per day say one mp3 file say enough people sign spamming website could force pay gigabyte traffic every single day lycos want use email fight back say pollmann would fight one bad thing another bad thing say  site target mention spam email message sell good service offer  typically site different use send spam email typically get thousand visitor per day list site screensaver target take realtime blacklist generate organisation spamcop limit chance mistake make lycos use people ensure site sell spam good site rarely use advertising offset host cost burden highbandwidth bill could make spam expensive say pollmann site also slow weight data request early result show response time site deteriorate 85 user register user lycos download use screensaver work screensaver show website bother request data screensaver due launch across europe 1 december trialled sweden despite soft launch pollmann say screensaver download 20000 time last four day there huge user demand filter spam daybyday something say user never chance bit offensive ,tech
2094,u hacker break tmobile  man face charge hack computer u arm mobile phone firm tmobile  californian man nicholas lee jacobsen arrest october jacobsen try least twice hack tmobiles network take name social security number 400 customer say company spokesman arrest come year tmobile uncovered unauthorised access u secret service investigate case tmobile stringent procedure place monitor suspicious activity limited activity able take corrective action immediately peter dobrow tmobile spokesperson say thought jacobsens hack campaign take place least seven month time read email personal computer file accord court record  although jacobsen 21 manage get hold data thought fail get customer credit card number store separate computer system say dobrow tmobile confirm u secret service also look whether hacker access photo tmobile subscriber take camera phone associate press agency report jacobsen also read personal file secret service agent apparently investigate case los angeles grand jury indict jacobsen intentionally access computer system without authorisation unauthorised impairment protect computer march october 2004 currently bail tmobile subsidiary company deutsche telekom 163 million subscriber u ,tech
1920,web help collect aid donation  web help aid agency gather resource help cope aftermath tsunami disaster  many people make donation via website go online see get involve aid effort highprofile web portal google yahoo ebay amazon gathering link lead people aid relief organisation many visit aidrelated site webpage struggle cope traffic umbrella organisation call disaster emergency committee dec set coalition 12 charity take many donation via specially create website urge people go online possible help donation could process quickly cash donate way meaning aid could deliver quickly possible site far receive almost 8 million 11000 donation make online every hour  telco bt step take secure payment dec site provide extra logistical support phone online appeal initially cripple online donation also provide space london bt tower one call centre deal donation  web big firm also help channel help modify homepage include link aid agency organisation collect resource famously sparse homepage google place link lead user list site donation make among 17 organisation list oxfam medecins sans frontieres doctor without border network good many site google list also take online donation online retailer amazon put large message start page let people donate money directly american red cross use relief effort auction site ebay give list site people either donate directly divert portion profit anything sell ebay list organisation simply buy item direct cash list yahoo prove link direct charity want donate auction drop website ask people donate old digital camera computer gadget longer want auction raise cash aid effort sadly outpouring goodwill also encourage conmen try cash antifraud organisation warn email start circulate try convince people send money directly rather make donation via aid agency want give cash urge use legitimate website charity aid agency ,tech
2187,podcasters look net money  nasa 14yearold boy bedroom couple gadget lover  male female  definitely  podcast  diy radio form downloadable mp3 audio file do anyone microphone simple software net something say liken talk audioblogs many complement textbased weblogs  diarylike site people share thought essentially amateur radio show net demand movement early stage real people say real thing communicate say adam curry former mtv vj pied piper podcast one community people create ipodder small computer program know aggregator  collect automatically sends mp3 file digital musicplaying device play wmp format digital music player select podcasts like subscribe  free  show feed new podcast available automatically sent device connect computer totally go kill business model radio think curry tour madison avenue big brand advertising agency world say scar death next generation  like daughter 14  dont listen radio msn theyve get ipod mp3 player theyve get xbox  listen radio go reach audience distribution change barrier brought everyone part  fledgling movement gain momentum people start think make business ian fogg jupiter research analyst think could potential business could take interest turn big company like apple microsoft get involve nascent area quite excite yet another area demonstrates move digital lifestyle digital home say  podcast one interest area bridge home  classic hybrid another aspect timeshifting content  late industry buzzword able listen want wherever want audience 10 100 1000 rather million 4300 podcasts currently list curry daily source code  commit daily inspire community  10 thousand listener  dave winer doubtful design format call r really simple syndication give web user easy way keep update automatically site like podcasts rely technology way distribute also writer longestrunning weblog net script news think power lie democratise potential overhyped business promise  source people stuff podcast way tell people care matter look commercialise medium isnt go make much money say podcast go medium niche audience measure single digit like email blog maybe year maybe six seven digit sustain interest beyond hype balloon curry associate ron bloom new venture call podshow help ordinary people produce post distribute market podcasts way podcasts work base r late podcasts people select mean readymade target look podcast  wow pretty interest audience audience preselected decide subscribe program explains curry advertising eye tailor podcasts make imaginative unobtrusive believe work create network aggregation enough number support return investment advertiser podcasters 50 60 70000 listener could make couple buck much talk million podcasters kind divide amongst kind interest essentially say bass fishing podcast someone sell bait tackle probably want advertise show clear ad traditional inyourface type familiar commercial radio really go see microcosm commerce place  happen already coffeeloving curry sell 4000 worth coffee machine referral link amazon site  others use inshow promotion like dawn drew show one eric rice sponsorship warner bros legally play music band warner bros want push commentator net say similar feel dotcom day others say another element set medium free big company let people creative one thing sure disappear hurry creative force behind radio elate say curry tune negative comment within podcast community knight add wry chuckle people go happy sit home make podcast make little money ,tech
1921,mobile rack 20 year use  mobile phone uk celebrate 20th anniversary weekend  britain first mobile phone call make across vodafone network 1 january 1985 veteran comedian ernie wise 20 year since day mobile phone become integral part modern life almost 90 briton handset mobile become popular many people use handset phone rarely use landline  first ever call portable phone make 1973 new york take 10 year first commercial mobile service launch uk far behind rest world set network 1985 let people make call walk first call make st katherines dock vodafones head office newbury time curry house first nine day 1985 vodafone firm mobile network uk 10 january cellnet o2 launch service mike caudwell spokesman vodafone say phone launch size briefcase cost 2000 battery life little 20 minute  despite hugely popular mid80s say become yuppy musthave status symbol among young wealthy business folk also despite fact phone use analogue radio signal communicate make easy eavesdrop say take vodafone almost nine year rack first million customer 18 month get second million easy forget 1983 put bid document forecasting total market would two million people say cellnet forecasting half vodafone 14m customer uk alone cellnet vodafone mobile phone operator uk 1993 one2one tmobile launch orange uk launch 1994 newcomer operate digital mobile network operator use technology analogue spectrum old phone retire call global system mobile gsm widely use phone technology planet use help 12 billion people make call caudwell say advent digital technology also help introduce thing text message roam make mobile popular ,tech
2171,game maker get xbox 2 sneak peek  microsoft give game maker glimpse new xbox 2 console  detail xboxs performance game like device give annual game developer conference u xbox frontman j allard say console look set capable one trillion calculation per second also title new xbox interface make easy play online buy extra character addons game  microsoft save official unveil xbox 2 codenamed xenon e3 show may device could shop shelf november however keynote speech gdc allard head development gamemaking tool console give glimpse core software work say game enter highdefinition era demand detailed convincing graphic could adequately compete hdtv people start watch well hd dvd soon start appear  industry watcher take mean xbox 2 push hdtv quality graphic standard well multichannel audio give gamers authentic experience allard say microsoft work hard ensure easy game maker produce title xbox 2 player get play end microsoft building xbox hardware system support headset chat buddy list control custom soundtrack developer free concentrate game xbox would also support wellknown industry specification directx make simple game studio make title console gamers emphasis ease use would mean every xbox title us interface set online play get music store hardware interface hold detail player statistic skill level gamer card well give access store people spend small amount cash buy extra avatar addons new map vehicle game posse ability personalise game ingame character would key future say allard consistency would xbox able support 1020 million subscriber aim say allard speech allard take several swipe playstation say processor console make developer engineer mind approach bruce lee brute force say ,tech
2001,slimmer playstation triple sale  sony playstation 2 slimmer shape prove popular uk gamers 50000 sell first week sale  sale triple since launch outstrip microsofts xbox say market analyst charttrack number also boost release ps2only game grand theft auto san andreas title broke uk sale record video game first weekend release late figure suggest sell 677000 copy  obviously encourage sony microsoft briefly outsold last week john houlihan editor computerandvideogamescom told bbc news halo 2 xbox next week really headtohead contest xbox  although xbox sale last week also climbed ps2 sale double figure mean sony reach seven million barrier uk sale console edinburghbased developer rockstar behind gta title see san andreas pull estimate 24m gross revenue weekend comparison blockbuster film like harry potter prisoner azkaban take 115m first three day uk box office lord ring return king take nearly 10m opening weekend although game title four five time expensive cinema ticket  gangsterthemed gta san andreas sequel grand theft auto vice city previously held record fastestselling video game ever xbox game halo 2 release 11 november uk also widely tipped one bestselling game year original title universal acclaim 2001 sell four million copy  houlihan add sony do well ps2 definitely help release san andreas coincide slimline ps2 hit shelf runup christmas huge battlefield game console title microsofts xbox win race last week sale sale figure also suggest may largely adult audience drive demand since gta san andreas 18 certificate sony microsoft reduce console price recently prepare way launch next generation console 2005 hit crucial price point around 100 really open new console new audience plus release two really important game term development also drive sale say houlihan ,tech
1895,gadget growth fuel eco concern  technology firm gadget lover urge think environment buying dispose late hitech product  consumer electronics show la vega earlier month several hitech firm recognise strategy help environment ebay also announce rethink project bring together intel apple ibm among others promote recycle u consumer electronics market set grow 11 2005 awareness need old gadget recycle well energy efficient say u environmental protection agency epa particular grow concern much energy take recharge portable device one fast grow market technology consumer electronics association cea predict shipment consumer technology 2005 reach money billion nearly 68 billion  ebays initiative pull together major technology firm environment group government agency ebay user give information old computer send online auction house think alreadyestablished community loyal user could influential really become aware ewaste issue saw 125 million user powerful force good ebays david stern told bbc news website  saw opportunity meet additional demand site use computer saw opportunity good good environment computer cause problem environment teenager get new mobile every 11 month adult every 18 month 15 million handset replace total year yet 15 actually recycle year predict two billion people worldwide mobile accord deloitte report scheme u like ripmobile could help target young generation recycle message initiative also launch ce reward 10 28yearolds return unused phone system allows transformation drawer full unused mobile phone anything music clothes electronics game say seth heine ripmobile  one group student collect 1000 mobile recycle three month heine told bbc news website important raise awareness amongst young recycle becomes learn behaviour europe undoubtedly advanced u term recycle awareness robust end life programme although tide change happen rest world intel showcased motherboards chip ce entirely lead free  awareness consumer side whole industry move towards lead free intels allen wilson told bbc news website still lowlevel awareness right rise  high level awareness europe european union eu directive weee waste electronic electrical equipment come effect august put responsibility electrical manufacturer recycle item return development also make design well technology energy efficient contain harmful substance element like chromium lead cadmium  common consumer electronics good  prohibit product eu 2006  recycle either predict huge growth gadget market mean amount energy use power rise big culprit accord epa innocuous power adaptor nickname energy vampire provide vital juice billion mobile phone pda personal digital assistant digital camera camcorder digital music player  although focus develop efficient improve circuit device technology inside rechargers still outdated eat energy need power gadget 1 january new efficiency standard external power supply come effect part european commission code conduct ce epa also unveiled new guideline late energy star initiative target external power adapter map framework develop well adaptor label energy star logo meaning 35 efficient initiative global effort manufacturer adaptor brought board make china two billion ship global every year three billion use u alone epa already work several company make 22 power supply market increasingly find company want provide neat hitech device also bundle hitech efficient power supply epa andrew fanara say initiative like critical power adaptor continue make use consumer electronics small appliance responsible 40 electricity use u home say epa ,tech
1873,cheaper chip mobile  mobile phone chip combine modem computer processor one bit silicon instead two could make phone cheaper powerful  speciallydesigned chip developed texas instrument could drive cost make mobile capable 3d game 30frameasecond video currently rich multimedia feature tend expensive handset technology omapvox test firm europe asia could appear end year texas make computer chip half world mobile phone say keen make multimedia function like video game affordable go drive meatandpotatoes phone large market share say doug rasor marketing vice president texas chip also us much less power conventional chip say texas mean less strain mobile battery life  50 million people mobile uk mobile operator keen encourage people move onto sophisticated handset texas keen cash third generation 3g mobile technology offer highspeed network video stream multimedia function face stiff competition like intel also look provide well chip highend mobile  competition get people use 3g mobile grow next year almost uk operator launch third generation network recent survey sony ericsson predict number 3g handset sell 2005 would double 2004 account 10 phone sell many consumer still convince though recent survey say 4 mobile owner think upgrade 3g phone many say confuse different way pay phone vast array feature onboard  continued demand well chip industry continue develop new standard future network earlier january ntt docomo vodafone join force develop next generation highspeed network know super 3g intend 10 time faster 3g service first stage development complete 2007 date set commercial launch newlydesigned omapvox chip set announce ahead start major mobile industry conference 3gsm take place cannes france week ,tech
2042,disney back sony dvd technology  next generation dvd technology back sony receive major boost  film giant disney say produce future dvd use sonys bluray disc technology rule rival format developed toshiba two compete dvd format bluray developed sony others toshibas hddvd court top film studio several month next generation dvd promise high quality picture sound well lot data technology use blue laser write information shorter wavelength data store disney late studio announce technology backing format battle mirror 1980s betamax versus vhs war sony lose jvc fight  current battle hollywood heart mind crucial one highdefinition film bring billion revenue studio would prefer use one standard last month paramount universal warner brother say opt toshiba necbacked format hddvd highdefinition disc  studio currently produce 45 dvd content sony picture entertainment mgm studio already stake allegiance bluray disc association whose member also include technology company dell samsung matsushita twentieth century fox still announce technology support fox decide go bluray would mean format would 47 share dvd content disney say film would available bluray format dvd player standard go sale north america japan expect 2006 universal start produce film hddvd format 2005 paramount start release title use standard 2006 toshiba expect sale hddvds reach 300bn yen moneysbn 15bn 2010 ,tech
2064,hollywood sue net film pirate  u movie industry launch legal action sue people facilitate illegal film download  motion picture association america want stop people use program bittorrent swap movie industry target people run website provide information internet link movie copy film cinema 100 server operator target action launch u uk mpaa add suit file user filesharing program bittorrent edonkey directconnect united state united kingdom france finland netherlands mpaa say  bittorrent user download movie follow link file found website call tracker unlike peertopeer program bittorrent work share file could anything legitimate digital photo copy movie among multiple user time movie industry hope sue people run tracker cut bittorrent user illegal movie source last month major film studio start legal action 200 individual swap film online growth broadband make quicker people download movie industry fear take action could suffer downturn music industry ,tech
1974,blog picked word year  term blog chosen top word 2004 u dictionary publisher  merriamwebster say blog head list lookedup term site last twelve month 2004 blog web log become hugely popular start influence mainstream medium word merriamwebster list associate major news event u presidential election natural disaster hit u  merriamwebster defines blog web site contains online personal journal reflection comment often hyperlink list lookedup word drawn every year discount term swear word everyone like look always cause problem affect effect  merriamwebster say blog word people ask define explain often last 12 month word appear 2005 version merriamwebsters print dictionary however word already include print version oxford english dictionary spokesman oxford university press say word put dictionary child learner reflect mainstream use think word last year rather year say get word derive blogosphere say add pretty recent thing way happens day get establish quickly  blog come many different form many act news site particular group subject write particular political slant others simply list interest site term top 10 related natural disaster struck u hurricane u election word incumbent electoral partisan reflect scale interest vote blog also prove useful side u election battle many pundit maintain journal able air opinion would never appear mainstream medium speculation president bush get help debate via listen device first air web log online journal also raise doubt document use u television news organisation cbs story president bush war record immediacy many blog also help wield influence topic make national press  despite fact number people reading even influential blog tiny statistic web influence rank firm hitwise reveal popular political blog rack 00051 net visit per day one reason blog regularly update online journal become popular software use put together make easy people air view online accord blog analysis firm technorati number blog existence blogosphere double every five half month last 18 month technorati estimate number blog existence exceed 48 million speculate less quarter number regularly maintain accord u research firm pew internet  american life blog create every 58 second another trend year increase number weblogs detail daily life many ordinary worker job people know much many repressive regime develop nation blog embrace million people keen give plight voice ,tech
1969,broadband take tv view  number european broadband explode past 12 month web eat tv view habit research suggests  54 million people hooked net via broadband 34 million year ago accord market analyst nielsennetratings total number people online europe broken 100 million mark popularity net meant many turn away tv say analyst jupiter research found quarter web user say spent less time watch tv favour net  report nielsennetratings found number people fast internet access risen 60 past year  big jump italy rise 120 britain close behind broadband user almost double year growth fuel low price wider choice alwayson fastnet subscription plan twelve month ago high speed internet user make one third audience europe 50 expect number keep grow say gabrielle prior nielsennetratings analyst number highspeed surfer grows website need adapt update enhance content retain visitor encourage new one total number european online rise 12 100 million past year report show big rise france italy britain germany  ability browse web page high speed download file music film play online game change people spare time  study analyst jupiter research suggest broadband challenge television view habit home broadband 40 say spending less time watch tv threat tv great country broadband particular uk france spain say report say tv company face major longterm threat next five year broadband predict grow 19 37 household 2009 yearonyear continue see seismic shift europe population consume medium information entertainment big implication tv newspaper radio say jupiter research analyst olivier beauvillian ,tech
2014,online common spark debate  online community set uk government could encourage public debate build trust say institute public policy research ippr  exist service ebay could provide good blueprint service say thinktank although net become part local central government potential yet fully exploit create online common public debate report online community policy tool ippr also asks id card could help create safer online community adopt ebaytype model would let community create market skill service help foster sense local identity connection propose civic common davy senior research fellow ippr told bbc news website single publicly fund run online community citizen single place go go engage diversity way might policy implication  like prelegislation discussion  idea civic common originally propose stephen coleman professor edemocracy oxford internet institute ippr report point informal small scale example common already exist mention goodpractice public initiative like bbcs ican project connects people locally nationally want take action around important issue  add government could play big role set system trust online community proposal id card instance could also widen see could use online could provide basis secure authentication system could value peertopeer interaction online moment present way government keep tab people ensure access public service say davy explore authentication technology may potentially play role decentralise online community key idea take system ebay online community let member rate others reputation treat member use similar mechanism trust cooperation member virtual physical community could built could mean civic common would work within nonmarket system let people may disagree one another interact within publiclyrecognised rule  egovernment initiative last decade much put basic information service guide online well let people interact government via web many online community chatroom mail list community portal message board weblogs often form around common interest issue  53 uk household access net government suggests davy could act intermediary middleman set public online place debate exchange encourage cosmopolitan politics public trust policy government already play critical role help citizen trade online also play role help citizen connect one another civic nonmarket interaction say davy role public body like bbc library government bring people back public debate instead million clique talk add paper part ipprs digital society initiative produce number conference research paper lead publication manifesto digital britain ,tech
1957,gate open big gadget fair  bill gate open consumer electronics show ce la vega say gadget work together help people manage multimedia content around home move  gate make announcement next generation xbox game console many gadget lover hop 120000 people expect attend trade show stretch 15 million square foot run 6 9 january late trend digital image storage technology thinner flat screen highdefinition tv wireless portable technology game broadband technology show three day  gate say lot work do last year sort usability compatibility issue device make easy share content  predict begin decade digital approach would take grant  lot work fun come show see do go even faster expect excite highlight technology trend last year driven need make technology transfer content across difference device seamless game become social thing social genre use rich communication look go email instant message blogging entertainment  make seamless create something quite phenomenal  gate say pc like microsofts medium centre central role play people would make audio video image would device way device work together make difference say also cite success microsoft xbox video game halo 2 release november push xbox console sale past playstation last two month 2004 first time 2004 game make use xbox live online game service sell 623 million copy since release people online play together really point future say several partnership device hardware manufacturer highlight gate speech major groundbreaking new technology announcement although affected largely u consumer technology highlight kind trend come include gate call ecosystem technology like sbcs iptv highdefinition tv digital video recorder work via broadband give highquality fast tv also deal announce meant people could watch control content portable device mobile phone  ce feature several key speech major technology player intel hewlett packard well parallel conference session game storage broadband future digital music 50000 new product unleashed techfest large yet consumer electronics gadget phenomenal year 2004 accord figure release ce organiser cea tuesday gadget explosion signal strong growth yet u 2004 trend predict continue wholesale shipment consumer technology expect grow 11 2005 ,tech
2177,pirate profit motive  two men part huge network internet software pirate know drink die convict old bailey bbc news investigates network work motivate involve  call drink die dod network computer buff derive pleasure crack code protect copyright software window 95 would share suggestion profit financially authority britain united state consider software piracy take dim view network dod one number socalled warez organisation operating internet october 2000 u custom service begin investigation dod network razor 1911 risciso myth popz  fourteen month later u custom coordinate series raid across globe part operation buccaneer seventy search warrant execute u britain australia norway sweden finland least 60 people arrest worldwide  45 u among leader network american john sankus  know internet nickname eriflleh hellfire spelt backwards  richard berry kent kartadinata christopher tresco use server base prestigious massachusetts institute technology mit  long jail sentence  46 month  hand sankus 28yearold philadelphia u attorney paul mcnulty say time john sankus technogang operate faceless world internet thought would never caught wrong sentence follow send message others entertain similar belief invincibility one man still legal limbo britishborn australian hew raymond griffith still fight extradition u  u custom claimed griffith one dod leader lawyer antony townsden told bbc news website laughable suggestion add living welfare old computer couldnt even download software allegation group coleader illusory least technical skill anyone couldnt crack code call leader loudmouth write lot messageboard townsden say commit crime prosecute australia u claimed australian government decision accept extradition request typical current acquiescent attitude u  griffith expect hear week outcome appeal decision extradite involve would give internet alias would act way tag use graffiti artist could brag codecracking ability without give away real identity alex bell whose trial old bailey end friday know 2940  computer device  codefendant steven dowds nickname curiously tim  spokesman u immigration custom enforcement dean boyd say dod appear motivate money motivation kudos surround able crack sophisticated software told bbc news website primarily interested fast could crack code underground notoriety boyd point software distribute internet fell hand organise criminal able mass produce pirate software zero cost  cost u industry lot money billion dollar say boyd say truly global scope raid number university include duke north carolina mit found several people involve employ major computer corporation would go home work evening get involve warez culture warez group begin surface early 1990s operate accord strict code honour  example one group crack software first rival would respect achievement seek claim boyd say destruction dod great coup add im go sit say sort problem still hacker people fun internet piracy computer software remains gigantic problem spokesman business software alliance say dod member claim profit profit get access expensive server say dod warez group foster culture piracy internet say 29 computer software britain believe pirate cost 1bn revenue software company supplier distributor may seem like victimless crime touch people might care believe ,tech
2223,u cyber security chief resigns  man make sure u computer network safe secure resign year post  amit yoran director national cyber security division within u department homeland security create follow 911 attack division tasked improve u defence malicious hacker virus netbased threat report suggest left division give enough clout within large organisation  yoran take post september 2003 first task get cyber security division run organisation staff 60 people budget moneysm 4454m division charge think carry action make u network impervious attack disruption virus worm hack attack become commonplace  last 12 month yoran oversaw creation cyber alert system sends warning big hit virus net attack occur warning also contain information firm organisation could protect attack cyber security division also audit u government network discover exactly sit network next step creation scan system identify vulnerability make federal network machine susceptible attack malicious hacker virus writer yorans division also work identify network machine broken cyber criminal despite success yoran left post abruptly end last week reportedly give one day notice boss department homeland security amit yoran valuable contributor cyber security issue past year appreciate effort start department cybersecurity program say department homeland security spokeswoman report suggest yoran felt frustrate lack prominence give work protect netbased threat wider homeland organisation attempt u politician pas law promote yoran raise profile department work mire congress ,tech
2100,tech help disabled speed demon  organisation launch encourage disabled people get involve aspect motorsport increasingly possible thanks technological innovation  motorsport endeavour club left start grid yesterday autosport international 2005 show birmingham nec several technology adapt vehicle display  motorcycle racer roy tansley derby developed electronic sequential gear changer follow accident result part left leg amputate need find way change gear generally left leg tansley told bbc news website simple term need invent left foot  initially quite heath robinson device tansley argue case allow continue compete motorcycle racing govern body autocycle union time wouldnt let amputee race eventually told could licence long race sidecar tansleys invention proshift design work hewland gearbox widely use motorcycle race addition help disabled rider compete tansley reckons proshift save least 20 second per lap competes isle man tt result considerable interest product rider keen improve performance im prejudice ill sell ablebodied people joked  another exhibit motorsport endeavour stand subaru impreza rally car adapt accommodate variety disability vehicle belongs pararallying world rally school disabled driver base lincolnshire  use late technology supply italian company say rally driver dave hawkins run company car electronic throttle electronic brake electronic clutch  weve yet turn anybody away hawkins  paraplegic  say customer include right left arm amputee quadriplegic people stroke woman four limb amputate pararallying us vauxhall astra gsi automatic gearbox manual subaru imprezas car display fit duck clutch  switch gear stick use instead clutch pedal also second ring behind steer wheel operate throttle hand operate brake bar  joy rainey start compete motorsport 1974 continue family tradition  father murray former australian formula 3 champion  rainey senior modify sport racer accommodate daughter small stature could take part hill climb us ordinary road car put extension pedal cushion behind back raise seat competition car everything right youll lose balance car say bring everything back  steer wheel steer column gear lever pedal recently take part london sydney marathon share drive partner trevor engineering work design system morris minor adaptation could totally remove minute motorsport endeavour club hop put technology display result disabled people become involve area sport every level ,tech
2037,antispam screensaver scrap  contentious campaign bump bandwidth bill spammer flood site data drop  lycos europe make love spam campaign begin late november tactic prove controversial lycos shut campaign say start stimulate debate antispam measure achieve aim antispammer screensaver come fire encourage vigilante activity skirt edge law  make love spam website user could download screensaver would endlessly request data net site mention many junk mail message 100000 people thought download screensaver lycos europe offer  company want keep spam site run near total capacity make much less financially attractive spammer operate site campaign controversial moment kick many net veteran criticise use spammingtype tactic sender junk mail net service firm begin block access lycos europe site protest action monitoring firm netcraft found antispam campaign prove little successful accord responsetime figure gather netcraft site screensaver target knock offline constant data request statement lycos europe announce scrap scheme company deny fault nothing suggest make love spam brought site target say time netcraft measure site claim may brought fact part make love spam attack cycle add statement issue lycos also say centralise database use ensure traffic target site left 5 spare capacity idea simply slow spammer site achieve campaign company say many security organisation say user participate lycos europe campaign closure come day campaign suspend follow outbreak criticism ,tech
1910,net regulation still possible  blurring boundary tv internet raise question regulation watchdog ofcom say  content tv internet set move closer year tvquality video online becomes norm debate westminster net industry consider option lord currie chairman superregulator ofcom told panel protect audience would always primary concern watchdog despite remit regulation net content disquiet increase among internet service provider speech make ofcom recent month hint regulation might option debate organise internet service provider association ispa lord currie rule possibility regulation  challenge arise boundary tv internet truly blur balance struck protect consumer allow ass risk say adopt rule currently exist regulate tv content selfregulation currently practice net industry discussion  study suggest many eight million household uk could adopt broadband end 2005 technology open door tv content deliver net internet service provider medium company stream video content web bt already set entertainment division create distribute content could come source bskyb itv bbc head division andrew burke spoke possibility create content platform risque new age celebrity chef serve expletive hot dinner surely push limit say  fact say content request consumer go length download maybe entirely regulation free internet service provider long claimed responsibility content carry server since law commission dubbed mere conduit back 2002 defence apply actual knowledge illegal content fail remove level responsibility test several highprofile legal case richard ayers portal director tiscali say little point try regulate internet would impossible huge change afoot 2005 predict company bbc offer tv content net bbcs plan interactive medium player give surfer chance download programme eastenders top gear make net tv mainstream raise whole new set question say  one vast sum money involve maintain network supply huge quantity data could herald new digital licence fee say ayers inappropriate net content obviously pornography view child continue dominate headline internet regulation remains political issue say mp richard allan liberal democrat spokesman allan think answer could lie somewhere cry impossible regulate apply offline law online fact instead see regulation brought online future could bring end regulation know tv content lord currie depart panel agree could reality internet people power likely reign content ondemand consumer pull rather push consumer choice watch watershed net say burke ,tech
1947,loyalty card idea tv addict  viewer could soon reward watch tv loyalty card come screen near  household hooked sky could soon use smartcards conjunction settop box broadcaster sky itv could offer viewer loyalty point return watch particular channel programme sky activate spare slot settop box january marketing magazine new medium age report  sky settop box two slot one viewer decryption card dormant  loyalty card become common addition wallet high street brand rush keep customer series incentive offer store card similar scheme look set enter highly competitive world multichannel tv viewer stay loyal particular tv channel could reward free tv content freebie retail partner broadcaster aim content child could offer smartcards give membership exclusive content club parent could prepay content kind tv pocket money card say nigel whalley manage director medium consultancy decipher  viewer could even reward watch ad break idea ad bingo tout firm keen make money new market say whalley credit card chipped could use settop box pay movie gamble game idea intelligent card box offer lot possibility ingenuity content player say whalley bbc revenuegenerating activity little interest new development may prompt change freeview settop box say whalley currently freeview box slot would allow viewer use smartcard 74 million household sky box sky hop increase 10 million 2010 loyalty card could play role particularly reduce number people cancel sky subscription say ian fogg analyst jupiter research ,tech
2165,redraft eu patent law  propose european law software patent redrafted european commission ec despite request meps  law prove controversial limbo year major tech firm say need protect invention others fear hurt small tech firm ec say council minister adopt draft version agree upon last may say would review aspect directive directive intend offer patent protection invention use software achieve effect word computer implement invention  letter ec president jos233 manuel barroso told president european parliament josep borrell commission intend refer new proposal parliament council minister support agreement reach minister may 2004  european council agrees draft directive return second reading european parliament guarantee directive become law  instead probably mean delay controversy directive eu legislation need approval parliament council minister becomes law french green mep alain lipietz warn two week ago commission ignore parliament request would insult assembly say parliament would reject council version legislation part final conciliation stage decision procedure u patent computer program internet business method permit  mean usbased amazoncom hold patent oneclick shopping service example critic concerned directive could lead similar model happen europe fear could hurt small software developer legal financial might large company fight patent legal action court supporter say current law inefficient would serve even play field without bring eu law line u ,tech
